A228-YTKZ,A228-YTKZ.warc.gz,warcs/A2/28/YT/A228-YTKZ.warc.gz,2022-04-01 23:08:49.206467+00:00,perma,2158878
A229-7GKG,A229-7GKG.warc.gz,warcs/A2/29/7G/A229-7GKG.warc.gz,2021-04-06 07:01:59+00:00,perma,2808211
A229-8DTH,A229-8DTH.warc.gz,warcs/A2/29/8D/A229-8DTH.warc.gz,2015-02-18 19:00:20+00:00,perma,1046386
A229-TSMU,A229-TSMU.warc.gz,warcs/A2/29/TS/A229-TSMU.warc.gz,2024-03-04 11:55:43.361956+00:00,scoop @ harvard library innovation lab: 0.6.7,15223418
A22A-2EB3,A22A-2EB3.warc.gz,warcs/A2/2A/2E/A22A-2EB3.warc.gz,2017-03-28 22:38:46+00:00,perma,617500
A22A-6Y2J,A22A-6Y2J.warc.gz,warcs/A2/2A/6Y/A22A-6Y2J.warc.gz,2020-09-22 18:43:15+00:00,perma,6629816
A22A-7JWF,A22A-7JWF.warc.gz,warcs/A2/2A/7J/A22A-7JWF.warc.gz,2021-02-26 14:36:32+00:00,perma,461650
A22A-LE5J,A22A-LE5J.warc.gz,warcs/A2/2A/LE/A22A-LE5J.warc.gz,2023-12-21 13:14:50.094527+00:00,scoop @ harvard library innovation lab: 0.6.2,6750707
A22A-T5TH,A22A-T5TH.warc.gz,warcs/A2/2A/T5/A22A-T5TH.warc.gz,2022-11-05 03:09:18.919719+00:00,perma,999405
A22A-WLUS,A22A-WLUS.warc.gz,warcs/A2/2A/WL/A22A-WLUS.warc.gz,2022-12-19 21:10:31.646249+00:00,perma,8971727
A22B-7JWL,A22B-7JWL.warc.gz,warcs/A2/2B/7J/A22B-7JWL.warc.gz,2016-06-16 00:59:42+00:00,perma,1152327
A22B-85QX,A22B-85QX.warc.gz,warcs/A2/2B/85/A22B-85QX.warc.gz,2022-01-10 04:39:37+00:00,perma,90138
A22B-KX9J,A22B-KX9J.warc.gz,warcs/A2/2B/KX/A22B-KX9J.warc.gz,2023-10-30 23:47:43.110089+00:00,scoop @ harvard library innovation lab: 0.5.10,4539617
A22C-9A84,A22C-9A84.warc.gz,warcs/A2/2C/9A/A22C-9A84.warc.gz,2022-02-16 16:46:15.501927+00:00,perma,535617
A22C-ADH6,A22C-ADH6.warc.gz,warcs/A2/2C/AD/A22C-ADH6.warc.gz,2020-09-24 09:30:49+00:00,perma,3228960
A22C-HD2D,A22C-HD2D.warc.gz,warcs/A2/2C/HD/A22C-HD2D.warc.gz,2021-06-03 19:41:53+00:00,perma,8858160
A22C-Q68Z,A22C-Q68Z.warc.gz,warcs/A2/2C/Q6/A22C-Q68Z.warc.gz,2023-08-31 14:41:55.425062+00:00,perma,14673888
A22C-YUX2,A22C-YUX2.warc.gz,warcs/A2/2C/YU/A22C-YUX2.warc.gz,2021-03-31 21:36:34+00:00,perma,2628414
A22D-45RD,A22D-45RD.warc.gz,warcs/A2/2D/45/A22D-45RD.warc.gz,2023-06-14 14:50:16.447155+00:00,upload,432308
A22D-FA7Z,A22D-FA7Z.warc.gz,warcs/A2/2D/FA/A22D-FA7Z.warc.gz,2023-10-07 21:22:12.849535+00:00,perma,421397
A22D-LDNQ,A22D-LDNQ.warc.gz,warcs/A2/2D/LD/A22D-LDNQ.warc.gz,2023-05-17 11:49:44.695162+00:00,perma,105894676
A22D-MCX7,A22D-MCX7.warc.gz,warcs/A2/2D/MC/A22D-MCX7.warc.gz,2019-12-19 03:49:38+00:00,perma,1000455
A22D-Y432,A22D-Y432.warc.gz,warcs/A2/2D/Y4/A22D-Y432.warc.gz,2023-11-27 15:17:04.073592+00:00,scoop @ harvard library innovation lab: 0.6.1,3367584
A22E-3QGK,A22E-3QGK.warc.gz,warcs/A2/2E/3Q/A22E-3QGK.warc.gz,2023-02-28 19:28:24.225106+00:00,upload,181571
A22E-75ZP,A22E-75ZP.warc.gz,warcs/A2/2E/75/A22E-75ZP.warc.gz,2019-06-21 19:29:03+00:00,perma,1566400
A22E-ACT3,A22E-ACT3.warc.gz,warcs/A2/2E/AC/A22E-ACT3.warc.gz,2021-08-16 05:27:25+00:00,perma,236501
A22E-HDGC,A22E-HDGC.warc.gz,warcs/A2/2E/HD/A22E-HDGC.warc.gz,2020-02-07 13:41:45+00:00,perma,259103
A22E-N57F,A22E-N57F.warc.gz,warcs/A2/2E/N5/A22E-N57F.warc.gz,2019-06-04 18:31:37+00:00,perma,8917415
A22E-Q2B3,A22E-Q2B3.warc.gz,warcs/A2/2E/Q2/A22E-Q2B3.warc.gz,2019-01-31 22:24:23+00:00,perma,537339
A22E-Z3YC,A22E-Z3YC.warc.gz,warcs/A2/2E/Z3/A22E-Z3YC.warc.gz,2023-12-05 04:39:52.919083+00:00,scoop @ harvard library innovation lab: 0.6.2,28145159
A22F-4P8R,A22F-4P8R.warc.gz,warcs/A2/2F/4P/A22F-4P8R.warc.gz,2021-11-29 23:16:32+00:00,perma,1644826
A22F-6Q2H,A22F-6Q2H.warc.gz,warcs/A2/2F/6Q/A22F-6Q2H.warc.gz,2020-10-18 15:39:58+00:00,perma,1612956
A22F-BBAH,A22F-BBAH.warc.gz,warcs/A2/2F/BB/A22F-BBAH.warc.gz,2021-02-20 18:00:59+00:00,perma,1729367
A22F-FQ7G,A22F-FQ7G.warc.gz,warcs/A2/2F/FQ/A22F-FQ7G.warc.gz,2021-05-17 20:51:54+00:00,perma,828580
A22F-NCMA,A22F-NCMA.warc.gz,warcs/A2/2F/NC/A22F-NCMA.warc.gz,2022-05-23 10:45:57.885331+00:00,perma,27741612
A22F-Q8QP,A22F-Q8QP.warc.gz,warcs/A2/2F/Q8/A22F-Q8QP.warc.gz,2020-05-14 15:13:21+00:00,perma,387513
A22G-3U2M,A22G-3U2M.warc.gz,warcs/A2/2G/3U/A22G-3U2M.warc.gz,2021-07-27 10:45:35+00:00,perma,7179919
A22G-642G,A22G-642G.warc.gz,warcs/A2/2G/64/A22G-642G.warc.gz,2019-08-06 00:03:10+00:00,perma,3318371
A22G-B6NR,A22G-B6NR.warc.gz,warcs/A2/2G/B6/A22G-B6NR.warc.gz,2021-09-01 04:30:06+00:00,perma,8417579
A22G-DUH3,A22G-DUH3.warc.gz,warcs/A2/2G/DU/A22G-DUH3.warc.gz,2023-08-03 10:02:44.937893+00:00,perma,2623488
A22G-KMEK,A22G-KMEK.warc.gz,warcs/A2/2G/KM/A22G-KMEK.warc.gz,2023-02-21 19:01:26.741978+00:00,perma,658135
A22G-R3X9,A22G-R3X9.warc.gz,warcs/A2/2G/R3/A22G-R3X9.warc.gz,2018-12-06 15:09:03+00:00,perma,462938
A22G-R9WQ,A22G-R9WQ.warc.gz,warcs/A2/2G/R9/A22G-R9WQ.warc.gz,2019-10-26 14:40:57+00:00,perma,4861159
A22G-RBM2,A22G-RBM2.warc.gz,warcs/A2/2G/RB/A22G-RBM2.warc.gz,2019-04-19 07:08:52+00:00,perma,235850
A22G-T6KX,A22G-T6KX.warc.gz,warcs/A2/2G/T6/A22G-T6KX.warc.gz,2023-08-27 23:11:46.555593+00:00,perma,4213379
A22G-YPNA,A22G-YPNA.warc.gz,warcs/A2/2G/YP/A22G-YPNA.warc.gz,2020-01-30 14:40:22+00:00,perma,968509
A22H-94G2,A22H-94G2.warc.gz,warcs/A2/2H/94/A22H-94G2.warc.gz,2023-04-10 21:57:41.314052+00:00,perma,1890949
A22H-9USW,A22H-9USW.warc.gz,warcs/A2/2H/9U/A22H-9USW.warc.gz,2020-08-18 14:58:13+00:00,perma,1894729
A22H-DEGX,A22H-DEGX.warc.gz,warcs/A2/2H/DE/A22H-DEGX.warc.gz,2019-02-08 03:38:01+00:00,perma,9476167
A22H-DUCQ,A22H-DUCQ.warc.gz,warcs/A2/2H/DU/A22H-DUCQ.warc.gz,2023-03-20 08:40:18.029439+00:00,perma,2376360
A22H-G533,A22H-G533.warc.gz,warcs/A2/2H/G5/A22H-G533.warc.gz,2022-04-03 15:35:52.585187+00:00,perma,1171481
A22H-Q4NZ,A22H-Q4NZ.warc.gz,warcs/A2/2H/Q4/A22H-Q4NZ.warc.gz,2020-12-17 02:53:41+00:00,perma,6800692
A22H-S95J,A22H-S95J.warc.gz,warcs/A2/2H/S9/A22H-S95J.warc.gz,2020-11-10 14:53:27+00:00,perma,2512649
A22H-ZACJ,A22H-ZACJ.warc.gz,warcs/A2/2H/ZA/A22H-ZACJ.warc.gz,2022-09-12 02:30:49.654111+00:00,perma,1426948
A22J-4S8J,A22J-4S8J.warc.gz,warcs/A2/2J/4S/A22J-4S8J.warc.gz,2023-01-15 16:41:23.747072+00:00,perma,6535117
A22J-9V39,A22J-9V39.warc.gz,warcs/A2/2J/9V/A22J-9V39.warc.gz,2023-02-21 01:57:09.798744+00:00,perma,1124953
A22J-AV4P,A22J-AV4P.warc.gz,warcs/A2/2J/AV/A22J-AV4P.warc.gz,2022-10-17 14:18:27.708116+00:00,perma,2262049
A22K-K2GR,A22K-K2GR.warc.gz,warcs/A2/2K/K2/A22K-K2GR.warc.gz,2023-10-26 21:28:00.063457+00:00,perma,2238600
A22K-PRQ7,A22K-PRQ7.warc.gz,warcs/A2/2K/PR/A22K-PRQ7.warc.gz,2024-03-12 02:57:24.903207+00:00,scoop @ harvard library innovation lab: 0.6.7,1576265
A22K-SREM,A22K-SREM.warc.gz,warcs/A2/2K/SR/A22K-SREM.warc.gz,2020-03-28 16:13:56+00:00,perma,2686929
A22K-W2R6,A22K-W2R6.warc.gz,warcs/A2/2K/W2/A22K-W2R6.warc.gz,2020-01-09 03:06:10+00:00,perma,6335975
A22L-2FC8,A22L-2FC8.warc.gz,warcs/A2/2L/2F/A22L-2FC8.warc.gz,2019-12-05 18:21:41+00:00,perma,1089804
A22L-3NBV,A22L-3NBV.warc.gz,warcs/A2/2L/3N/A22L-3NBV.warc.gz,2023-02-08 20:34:43.895254+00:00,perma,2207616
A22L-4NUC,A22L-4NUC.warc.gz,warcs/A2/2L/4N/A22L-4NUC.warc.gz,2019-12-24 22:15:36+00:00,perma,26233728
A22L-9NCJ,A22L-9NCJ.warc.gz,warcs/A2/2L/9N/A22L-9NCJ.warc.gz,2020-04-08 20:36:16+00:00,upload,263120
A22L-BLCS,A22L-BLCS.warc.gz,warcs/A2/2L/BL/A22L-BLCS.warc.gz,2016-11-13 18:27:03+00:00,perma,1200550
A22L-RDYC,A22L-RDYC.warc.gz,warcs/A2/2L/RD/A22L-RDYC.warc.gz,2022-03-07 13:42:53.632742+00:00,perma,1889156
A22L-V68U,A22L-V68U.warc.gz,warcs/A2/2L/V6/A22L-V68U.warc.gz,2021-04-01 09:51:27+00:00,perma,1488316
A22M-5CN2,A22M-5CN2.warc.gz,warcs/A2/2M/5C/A22M-5CN2.warc.gz,2018-04-08 22:48:03+00:00,perma,5531254
A22M-FJGN,A22M-FJGN.warc.gz,warcs/A2/2M/FJ/A22M-FJGN.warc.gz,2022-12-02 13:23:42.230688+00:00,perma,68040872
A22M-N55K,A22M-N55K.warc.gz,warcs/A2/2M/N5/A22M-N55K.warc.gz,2019-03-03 20:59:01+00:00,perma,1422348
A22M-TMFZ,A22M-TMFZ.warc.gz,warcs/A2/2M/TM/A22M-TMFZ.warc.gz,2022-09-09 21:44:07.292687+00:00,perma,13976726
A22M-X5W5,A22M-X5W5.warc.gz,warcs/A2/2M/X5/A22M-X5W5.warc.gz,2021-08-10 15:35:46+00:00,perma,18940103
A22M-YJ3E,A22M-YJ3E.warc.gz,warcs/A2/2M/YJ/A22M-YJ3E.warc.gz,2021-03-22 03:09:19+00:00,perma,1627780
A22N-2VTX,A22N-2VTX.warc.gz,warcs/A2/2N/2V/A22N-2VTX.warc.gz,2023-01-13 21:58:42.690427+00:00,perma,1553080
A22N-5QGH,A22N-5QGH.warc.gz,warcs/A2/2N/5Q/A22N-5QGH.warc.gz,2022-02-13 21:47:11.511337+00:00,perma,791734
A22N-7BTB,A22N-7BTB.warc.gz,warcs/A2/2N/7B/A22N-7BTB.warc.gz,2020-01-08 01:59:53+00:00,perma,797394
A22N-F6CM,A22N-F6CM.warc.gz,warcs/A2/2N/F6/A22N-F6CM.warc.gz,2017-10-11 15:37:38+00:00,perma,5003524
A22N-KF5Z,A22N-KF5Z.warc.gz,warcs/A2/2N/KF/A22N-KF5Z.warc.gz,2023-01-12 23:44:02.318735+00:00,perma,7070260
A22N-NARC,A22N-NARC.warc.gz,warcs/A2/2N/NA/A22N-NARC.warc.gz,2024-03-01 06:57:23.477515+00:00,scoop @ harvard library innovation lab: 0.6.7,2104965
A22N-NFWS,A22N-NFWS.warc.gz,warcs/A2/2N/NF/A22N-NFWS.warc.gz,2022-01-01 22:29:02+00:00,perma,32873457
A22P-6UPU,A22P-6UPU.warc.gz,warcs/A2/2P/6U/A22P-6UPU.warc.gz,2021-10-11 21:00:40+00:00,perma,275794
A22P-E7WY,A22P-E7WY.warc.gz,warcs/A2/2P/E7/A22P-E7WY.warc.gz,2022-03-24 14:52:58.760951+00:00,perma,3293755
A22P-HCNR,A22P-HCNR.warc.gz,warcs/A2/2P/HC/A22P-HCNR.warc.gz,2021-03-08 09:53:02+00:00,upload,543812
A22P-MD8J,A22P-MD8J.warc.gz,warcs/A2/2P/MD/A22P-MD8J.warc.gz,2024-02-28 12:45:46.542895+00:00,upload,34560
A22P-PHM6,A22P-PHM6.warc.gz,warcs/A2/2P/PH/A22P-PHM6.warc.gz,2021-03-27 00:34:04+00:00,perma,360615
A22P-ZH5E,A22P-ZH5E.warc.gz,warcs/A2/2P/ZH/A22P-ZH5E.warc.gz,2021-05-14 01:42:55+00:00,perma,28464629
A22Q-48A5,A22Q-48A5.warc.gz,warcs/A2/2Q/48/A22Q-48A5.warc.gz,2021-11-10 07:47:59+00:00,perma,2597815
A22Q-77G9,A22Q-77G9.warc.gz,warcs/A2/2Q/77/A22Q-77G9.warc.gz,2015-01-12 18:01:31+00:00,perma,6602259
A22Q-GVUB,A22Q-GVUB.warc.gz,warcs/A2/2Q/GV/A22Q-GVUB.warc.gz,2022-11-25 13:01:17.829533+00:00,perma,4022629
A22Q-HLX8,A22Q-HLX8.warc.gz,warcs/A2/2Q/HL/A22Q-HLX8.warc.gz,2021-07-27 15:35:54+00:00,perma,2434834
A22Q-YSJ9,A22Q-YSJ9.warc.gz,warcs/A2/2Q/YS/A22Q-YSJ9.warc.gz,2021-04-20 14:56:01+00:00,perma,96142
A22R-43NP,A22R-43NP.warc.gz,warcs/A2/2R/43/A22R-43NP.warc.gz,2021-02-07 16:05:32+00:00,perma,38443140
A22R-62ST,A22R-62ST.warc.gz,warcs/A2/2R/62/A22R-62ST.warc.gz,2017-03-25 21:31:34+00:00,perma,5671910
A22R-82GT,A22R-82GT.warc.gz,warcs/A2/2R/82/A22R-82GT.warc.gz,2020-08-31 20:06:23+00:00,perma,2219869
A22R-9EW9,A22R-9EW9.warc.gz,warcs/A2/2R/9E/A22R-9EW9.warc.gz,2022-03-31 18:46:34.659859+00:00,perma,1351105
A22R-FULP,A22R-FULP.warc.gz,warcs/A2/2R/FU/A22R-FULP.warc.gz,2018-07-04 01:15:19+00:00,perma,2983507
A22R-G97A,A22R-G97A.warc.gz,warcs/A2/2R/G9/A22R-G97A.warc.gz,2021-08-19 00:51:24+00:00,perma,52066402
A22R-GXQK,A22R-GXQK.warc.gz,warcs/A2/2R/GX/A22R-GXQK.warc.gz,2022-09-23 17:56:36.290968+00:00,perma,59801109
A22R-MB97,A22R-MB97.warc.gz,warcs/A2/2R/MB/A22R-MB97.warc.gz,2021-09-17 20:10:17+00:00,perma,6963341
A22R-MCFC,A22R-MCFC.warc.gz,warcs/A2/2R/MC/A22R-MCFC.warc.gz,2021-08-31 07:21:22+00:00,perma,2440274
A22R-UFAE,A22R-UFAE.warc.gz,warcs/A2/2R/UF/A22R-UFAE.warc.gz,2019-04-02 11:28:04+00:00,perma,749103
A22S-2SY3,A22S-2SY3.warc.gz,warcs/A2/2S/2S/A22S-2SY3.warc.gz,2023-03-20 18:57:53.113790+00:00,perma,4771579
A22S-3A6J,A22S-3A6J.warc.gz,warcs/A2/2S/3A/A22S-3A6J.warc.gz,2021-04-12 12:38:59+00:00,perma,3036112
A22S-K2CS,A22S-K2CS.warc.gz,warcs/A2/2S/K2/A22S-K2CS.warc.gz,2016-10-25 19:14:28+00:00,perma,15373
A22S-P7J8,A22S-P7J8.warc.gz,warcs/A2/2S/P7/A22S-P7J8.warc.gz,2014-02-18 00:31:16+00:00,perma,590309
A22T-59V4,A22T-59V4.warc.gz,warcs/A2/2T/59/A22T-59V4.warc.gz,2021-05-18 04:16:05+00:00,perma,478622
A22T-6EB9,A22T-6EB9.warc.gz,warcs/A2/2T/6E/A22T-6EB9.warc.gz,2018-08-01 14:50:43+00:00,perma,1727156
A22T-8GXA,A22T-8GXA.warc.gz,warcs/A2/2T/8G/A22T-8GXA.warc.gz,2021-09-27 21:59:06+00:00,perma,17845559
A22T-CMWK,A22T-CMWK.warc.gz,warcs/A2/2T/CM/A22T-CMWK.warc.gz,2020-05-24 00:20:42+00:00,perma,770516
A22T-KBVM,A22T-KBVM.warc.gz,warcs/A2/2T/KB/A22T-KBVM.warc.gz,2024-01-02 17:11:25.504995+00:00,scoop @ harvard library innovation lab: 0.6.2,10837787
A22T-TMUJ,A22T-TMUJ.warc.gz,warcs/A2/2T/TM/A22T-TMUJ.warc.gz,2019-06-05 05:00:17+00:00,perma,833634
A22T-TWRD,A22T-TWRD.warc.gz,warcs/A2/2T/TW/A22T-TWRD.warc.gz,2021-10-31 17:54:25+00:00,perma,5280125
A22U-8QTT,A22U-8QTT.warc.gz,warcs/A2/2U/8Q/A22U-8QTT.warc.gz,2019-01-30 17:00:41+00:00,perma,705665
A22U-CEBB,A22U-CEBB.warc.gz,warcs/A2/2U/CE/A22U-CEBB.warc.gz,2021-07-22 18:15:45+00:00,perma,1645527
A22U-JAYV,A22U-JAYV.warc.gz,warcs/A2/2U/JA/A22U-JAYV.warc.gz,2021-06-27 21:42:31+00:00,perma,1053105
A22U-N26D,A22U-N26D.warc.gz,warcs/A2/2U/N2/A22U-N26D.warc.gz,2022-10-21 14:49:53.277150+00:00,perma,14703242
A22U-Y3NY,A22U-Y3NY.warc.gz,warcs/A2/2U/Y3/A22U-Y3NY.warc.gz,2022-11-12 23:11:30.666080+00:00,perma,2428480
A22U-ZMFF,A22U-ZMFF.warc.gz,warcs/A2/2U/ZM/A22U-ZMFF.warc.gz,2023-02-20 23:44:05.309026+00:00,perma,3980093
A22V-2MY2,A22V-2MY2.warc.gz,warcs/A2/2V/2M/A22V-2MY2.warc.gz,2023-01-09 07:48:00.932704+00:00,perma,2808569
A22V-3WAM,A22V-3WAM.warc.gz,warcs/A2/2V/3W/A22V-3WAM.warc.gz,2023-10-27 01:01:21.325740+00:00,perma,579120
A22V-4GBY,A22V-4GBY.warc.gz,warcs/A2/2V/4G/A22V-4GBY.warc.gz,2021-07-20 02:03:14+00:00,perma,4152232
A22V-AUCU,A22V-AUCU.warc.gz,warcs/A2/2V/AU/A22V-AUCU.warc.gz,2017-10-04 13:05:16+00:00,perma,5163352
A22V-B34E,A22V-B34E.warc.gz,warcs/A2/2V/B3/A22V-B34E.warc.gz,2020-03-01 18:27:00+00:00,perma,6719658
A22V-D6GY,A22V-D6GY.warc.gz,warcs/A2/2V/D6/A22V-D6GY.warc.gz,2019-12-07 03:07:31+00:00,perma,1910694
A22V-J9GY,A22V-J9GY.warc.gz,warcs/A2/2V/J9/A22V-J9GY.warc.gz,2024-02-14 17:35:28.666966+00:00,scoop @ harvard library innovation lab: 0.6.7,214048
A22V-QXQH,A22V-QXQH.warc.gz,warcs/A2/2V/QX/A22V-QXQH.warc.gz,2022-11-04 14:53:55.896760+00:00,perma,5665703
